 Match ID  innings         team   opposition                   name  overs  balls  maidens  conceded  wickets  economy  dots  fours  sixes  wides  noballs
  1072206        1       U.A.E.  Afghanistan       Mohammad Shahzad    4.0   24.0      0.0      34.0      3.0     8.50   8.0    4.0    1.0    0.0      0.0
  1343741        1         Mali      Lesotho               L Sanogo    4.0   24.0      0.0      22.0      1.0     5.50  12.0    1.0    0.0    1.0      0.0
  1278685        2    Sri Lanka        India          C Karunaratne    3.0   18.0      0.0      24.0      0.0     8.00   3.0    1.0    1.0    0.0      0.0
  1072206        1       U.A.E.  Afghanistan          Rohan Mustafa    3.0   18.0      0.0      37.0      0.0    12.33   4.0    2.0    3.0    0.0      0.0
  1343741        1         Mali      Lesotho      Mohamed Coulibaly    3.0   18.0      0.0      28.0      1.0     9.33   9.0    4.0    0.0    4.0      0.0
  1074961        1         Oman    Hong Kong             Bilal Khan    4.0   24.0      0.0      18.0      3.0     4.50  13.0    1.0    0.0    2.0      0.0
  1278685        2    Sri Lanka        India             MD Shanaka    2.0   12.0      0.0      24.0      0.0    12.00   1.0    1.0    1.0    2.0      0.0
  1072206        1       U.A.E.  Afghanistan         Mohammed Qasim    1.0    6.0      0.0       8.0      0.0     8.00   1.0    1.0    0.0    0.0      0.0
  1343741        1         Mali      Lesotho             MS Diawara    4.0   24.0      0.0      29.0      1.0     7.25   9.0    1.0    0.0    3.0      1.0
  1074961        1         Oman    Hong Kong            Kaleemullah    4.0   24.0      1.0      23.0      2.0     5.75  14.0    4.0    0.0    0.0      0.0
  1072206        2  Afghanistan       U.A.E.           Fareed Ahmad    4.0   24.0      0.0      21.0      2.0     5.25  13.0    3.0    0.0    0.0      0.0
  1343741        1         Mali      Lesotho               S Kamate    2.0   12.0      0.0      23.0      0.0    11.50   3.0    2.0    0.0    3.0      1.0
  1074961        1         Oman    Hong Kong        Mohammad Nadeem    3.0   18.0      0.0      19.0      1.0     6.33   6.0    2.0    0.0    0.0      0.0
  1072206        2  Afghanistan       U.A.E.             Aftab Alam    3.0   18.0      0.0      33.0      0.0    11.00   9.0    3.0    3.0    0.0      0.0
  1343741        1         Mali      Lesotho             TM Macalou    3.0   18.0      0.0      13.0      2.0     4.33  11.0    2.0    0.0    0.0      0.0
  1074961        1         Oman    Hong Kong        Zeeshan Maqsood    4.0   24.0      0.0      14.0      1.0     3.50  16.0    1.0    0.0    0.0      0.0
  1072206        2  Afghanistan       U.A.E.            Karim Janat    4.0   24.0      0.0      31.0      3.0     7.75  13.0    2.0    2.0    0.0      0.0
  1343741        2      Lesotho         Mali          Waseem Yaqoob    3.0   18.0      0.0       7.0      2.0     2.33  15.0    0.0    0.0    3.0      0.0
  1074961        1         Oman    Hong Kong             Khawar Ali    3.3   21.0      0.0      12.0      2.0     3.42  10.0    0.0    0.0    0.0      0.0
  1072206        2  Afghanistan       U.A.E.          Mohammad Nabi    2.0   12.0      0.0      18.0      0.0     9.00   5.0    0.0    2.0    0.0      0.0
  1343741        2      Lesotho         Mali            Khan Arbaaz    2.0   12.0      0.0      10.0      1.0     5.00   5.0    0.0    0.0    0.0      1.0
  1074961        2    Hong Kong         Oman           Nadeem Ahmed    4.0   24.0      0.0      29.0      1.0     7.25  15.0    5.0    1.0    0.0      0.0
  1072206        2  Afghanistan       U.A.E.             Amir Hamza    3.0   18.0      0.0      16.0      0.0     5.33  10.0    1.0    1.0    0.0      0.0
  1343741        2      Lesotho         Mali             LM Gabriel    1.0    6.0      0.0       9.0      0.0     9.00   2.0    1.0    0.0    2.0      0.0
  1074961        2    Hong Kong         Oman             Aizaz Khan    3.0   18.0      0.0      18.0      1.0     6.00   9.0    3.0    0.0    0.0      0.0
  1072206        2  Afghanistan       U.A.E.            Rashid Khan    4.0   24.0      0.0      27.0      2.0     6.75   9.0    4.0    0.0    0.0      0.0
  1343741        2      Lesotho         Mali              MV Matsau    3.0   18.0      0.0      25.0      1.0     8.33   7.0    2.0    0.0    2.0      1.0
  1074961        2    Hong Kong         Oman            Ehsan Nawaz    1.0    6.0      0.0      11.0      0.0    11.00   2.0    2.0    0.0    0.0      0.0
  1343741        2      Lesotho         Mali             TD Chaoana    4.0   24.0      0.0      20.0      2.0     5.00  15.0    2.0    0.0    2.0      0.0
  1074961        2    Hong Kong         Oman             Ehsan Khan    2.0   12.0      0.0      20.0      1.0    10.00   5.0    4.0    0.0    0.0      0.0
  1343741        2      Lesotho         Mali              TG Thamae    2.0   12.0      0.0      18.0      1.0     9.00   7.0    1.0    2.0    0.0      0.0
  1074961        2    Hong Kong         Oman          Tanveer Ahmed    1.0    6.0      0.0      11.0      0.0    11.00   2.0    2.0    0.0    0.0      0.0
  1343741        2      Lesotho         Mali              YYM Jakda    2.5   17.0      0.0      12.0      2.0     4.23  13.0    0.0    0.0    5.0      1.0
   953103        1    Hong Kong     Scotland           Haseeb Amjad    2.0   12.0      0.0       8.0      1.0     4.00   6.0    0.0    0.0    0.0      1.0
   953103        1    Hong Kong     Scotland           Tanwir Afzal    2.0   12.0      0.0      24.0      1.0    12.00   3.0    3.0    1.0    0.0      0.0
   953103        1    Hong Kong     Scotland             Aizaz Khan    2.0   12.0      0.0      13.0      1.0     6.50   4.0    1.0    0.0    0.0      0.0
   953103        1    Hong Kong     Scotland           Nadeem Ahmed    2.0   12.0      0.0       9.0      1.0     4.50   4.0    0.0    0.0    0.0      0.0
   953103        1    Hong Kong     Scotland          Anshuman Rath    2.0   12.0      0.0      12.0      0.0     6.00   5.0    0.0    1.0    0.0      0.0
   953103        2     Scotland    Hong Kong             RML Taylor    1.0    6.0      0.0      13.0      0.0    13.00   2.0    3.0    0.0    0.0      0.0
   953103        2     Scotland    Hong Kong              BTJ Wheal    1.2    8.0      0.0      13.0      0.0     9.75   3.0    0.0    1.0    0.0      0.0
   953103        2     Scotland    Hong Kong              SM Sharif    1.0    6.0      0.0      15.0      1.0    15.00   1.0    1.0    1.0    0.0      0.0
   953103        2     Scotland    Hong Kong               MRJ Watt    2.0   12.0      0.0      11.0      0.0     5.50   3.0    0.0    0.0    1.0      0.0
   953103        2     Scotland    Hong Kong             CS MacLeod    1.0    6.0      0.0      15.0      0.0    15.00   2.0    2.0    1.0    0.0      0.0
  1322001        1     Malaysia     Thailand        Pavandeep Singh    3.0   18.0      0.0       4.0      0.0     1.33  16.0    0.0    0.0    1.0      0.0
  1322001        1     Malaysia     Thailand          Syazrul Idrus    4.0   24.0      0.0      17.0      4.0     4.25  13.0    1.0    0.0    0.0      0.0
  1322001        1     Malaysia     Thailand        Virandeep Singh    4.0   24.0      0.0       7.0      3.0     1.75  19.0    0.0    0.0    2.0      0.0
  1322001        1     Malaysia     Thailand           Khizar Hayat    2.1   13.0      1.0       2.0      2.0     0.92  12.0    0.0    0.0    0.0      0.0
  1322001        2     Thailand     Malaysia            C Pengkumta    2.0   12.0      0.0      12.0      1.0     6.00   7.0    2.0    0.0    1.0      0.0
  1322001        2     Thailand     Malaysia          K Senamontree    1.5   11.0      0.0      22.0      0.0    12.00   5.0    2.0    2.0    0.0      0.0
   439505        1     Scotland      Ireland                 JD Nel    3.0   18.0      0.0      24.0      0.0     8.00   9.0    0.0    1.0    3.0      0.0
   439505        1     Scotland      Ireland            GD Drummond    3.0   18.0      0.0      28.0      1.0     9.33   6.0    4.0    0.0    1.0      0.0
   439505        1     Scotland      Ireland          RD Berrington    3.0   18.0      0.0      19.0      0.0     6.33   7.0    2.0    0.0    0.0      0.0
   439505        1     Scotland      Ireland               RT Lyons    4.0   24.0      0.0      26.0      1.0     6.50   8.0    3.0    0.0    0.0      0.0
   439505        1     Scotland      Ireland                 RM Haq    4.0   24.0      0.0      16.0      2.0     4.00  11.0    1.0    0.0    0.0      0.0
   439505        1     Scotland      Ireland             KJ Coetzer    3.0   18.0      0.0      14.0      2.0     4.66   8.0    0.0    0.0    0.0      0.0
   439505        2      Ireland     Scotland             PC Connell    4.0   24.0      0.0      17.0      2.0     4.25  16.0    3.0    0.0    0.0      0.0
   439505        2      Ireland     Scotland            DT Johnston    4.0   24.0      1.0      20.0      3.0     5.00  14.0    2.0    0.0    0.0      0.0
   439505        2      Ireland     Scotland              AR Cusack    3.0   18.0      0.0      21.0      1.0     7.00   4.0    0.0    1.0    0.0      0.0
   439505        2      Ireland     Scotland               AC Botha    3.0   18.0      0.0      17.0      0.0     5.66   6.0    1.0    0.0    1.0      0.0
   439505        2      Ireland     Scotland             KJ O'Brien    2.3   15.0      0.0      11.0      1.0     4.40   7.0    1.0    0.0    0.0      0.0
   439505        2      Ireland     Scotland            GH Dockrell    2.0   12.0      0.0       9.0      2.0     4.50   6.0    1.0    0.0    0.0      0.0
   682911        1      Ireland       U.A.E.            PR Stirling    3.0   18.0      1.0      12.0      2.0     4.00  14.0    0.0    0.0    2.0      0.0
   682911        1      Ireland       U.A.E.            MC Sorensen    3.0   18.0      0.0      24.0      0.0     8.00   8.0    3.0    1.0    0.0      0.0
   682911        1      Ireland       U.A.E.             TJ Murtagh    4.0   24.0      0.0      20.0      1.0     5.00  12.0    2.0    0.0    1.0      0.0
   682911        1      Ireland       U.A.E.              AR Cusack    4.0   24.0      0.0      30.0      0.0     7.50   8.0    3.0    0.0    0.0      1.0
   682911        1      Ireland       U.A.E.            GH Dockrell    1.0    6.0      0.0      10.0      0.0    10.00   2.0    0.0    1.0    0.0      0.0
   682911        1      Ireland       U.A.E.             KJ O'Brien    4.0   24.0      0.0      17.0      2.0     4.25  12.0    1.0    0.0    0.0      0.0
   682911        1      Ireland       U.A.E.            SR Thompson    1.0    6.0      0.0       5.0      0.0     5.00   2.0    0.0    0.0    0.0      0.0
   682911        2       U.A.E.      Ireland       Sharif Asadullah    3.0   18.0      0.0      21.0      2.0     7.00   8.0    3.0    0.0    1.0      0.0
   682911        2       U.A.E.      Ireland          Kamran Shazad    3.0   18.0      0.0      28.0      0.0     9.33   6.0    2.0    1.0    1.0      0.0
   682911        2       U.A.E.      Ireland            Amjad Javed    3.0   18.0      0.0      18.0      1.0     6.00  11.0    3.0    0.0    1.0      0.0
   682911        2       U.A.E.      Ireland          Rohan Mustafa    4.0   24.0      0.0      13.0      0.0     3.25  13.0    0.0    0.0    0.0      0.0
   682911        2       U.A.E.      Ireland             Ahmed Raza    1.2    8.0      0.0      16.0      0.0    12.00   1.0    1.0    1.0    0.0      0.0
  1298148        1      England  Afghanistan              BA Stokes    4.0   24.0      0.0      19.0      2.0     4.75  14.0    2.0    0.0    1.0      0.0
  1298148        1      England  Afghanistan              CR Woakes    4.0   24.0      0.0      24.0      1.0     6.00  15.0    2.0    1.0    1.0      0.0
  1298148        1      England  Afghanistan                MA Wood    4.0   24.0      0.0      23.0      2.0     5.75  14.0    2.0    1.0    0.0      0.0
  1298148        1      England  Afghanistan              SM Curran    3.4   22.0      0.0      10.0      5.0     2.72  16.0    1.0    0.0    1.0      0.0
  1298148        1      England  Afghanistan              AU Rashid    4.0   24.0      0.0      32.0      0.0     8.00   4.0    1.0    1.0    0.0      0.0
  1298148        2  Afghanistan      England       Fazalhaq Farooqi    4.0   24.0      0.0      24.0      1.0     6.00  15.0    2.0    1.0    3.0      0.0
  1298148        2  Afghanistan      England     Azmatullah Omarzai    1.1    7.0      0.0      11.0      0.0     9.42   2.0    1.0    0.0    3.0      0.0
  1298148        2  Afghanistan      England       Mujeeb Ur Rahman    4.0   24.0      0.0      22.0      1.0     5.50  10.0    1.0    0.0    0.0      0.0
  1298148        2  Afghanistan      England            Rashid Khan    4.0   24.0      0.0      17.0      1.0     4.25  10.0    0.0    0.0    0.0      0.0
  1298148        2  Afghanistan      England           Fareed Ahmad    2.0   12.0      0.0      23.0      1.0    11.50   2.0    2.0    0.0    1.0      0.0
  1298148        2  Afghanistan      England          Mohammad Nabi    3.0   18.0      0.0      16.0      1.0     5.33   6.0    0.0    0.0    0.0      0.0
  1399109        1     Thailand    Singapore            N Nuntarach    3.0   18.0      0.0      30.0      0.0    10.00   NaN    NaN    NaN    0.0      0.0
  1399109        1     Thailand    Singapore            C Pengkumta    4.0   24.0      0.0      22.0      4.0     5.50   NaN    NaN    NaN    0.0      0.0
  1399109        1     Thailand    Singapore          N Senamontree    4.0   24.0      0.0      28.0      1.0     7.00   NaN    NaN    NaN    0.0      0.0
  1399109        1     Thailand    Singapore        Sarawut Maliwan    3.0   18.0      0.0      30.0      0.0    10.00   NaN    NaN    NaN    0.0      0.0
  1399109        1     Thailand    Singapore           K Namchaikul    4.0   24.0      0.0      23.0      1.0     5.75   NaN    NaN    NaN    0.0      0.0
  1399109        1     Thailand    Singapore           P Desungnoen    2.0   12.0      0.0      18.0      1.0     9.00   NaN    NaN    NaN    0.0      0.0
  1399109        2    Singapore     Thailand               AG Achar    4.0   24.0      1.0       8.0      4.0     2.00   NaN    NaN    NaN    0.0      0.0
  1399109        2    Singapore     Thailand          Janak Prakash    2.0   12.0      0.0      11.0      0.0     5.50   NaN    NaN    NaN    0.0      0.0
  1399109        2    Singapore     Thailand              AE Paraam    4.0   24.0      0.0      11.0      2.0     2.75   NaN    NaN    NaN    0.0      0.0
  1399109        2    Singapore     Thailand              A Krishna    4.0   24.0      1.0      11.0      2.0     2.75   NaN    NaN    NaN    0.0      0.0
  1399109        2    Singapore     Thailand              IP Swaney    1.0    6.0      0.0      10.0      1.0    10.00   NaN    NaN    NaN    0.0      0.0
  1399109        2    Singapore     Thailand              NMS Param    0.3    3.0      0.0       2.0      1.0     4.00   NaN    NaN    NaN    0.0      0.0
  1172508        1     Scotland      Ireland               AC Evans    4.0   24.0      0.0      48.0      1.0    12.00   5.0    4.0    3.0    1.0      0.0
  1172508        1     Scotland      Ireland              SM Sharif    4.0   24.0      0.0      35.0      1.0     8.75   7.0    4.0    1.0    0.0      0.0
  1172508        1     Scotland      Ireland              RAJ Smith    3.0   18.0      0.0      30.0      0.0    10.00   8.0    3.0    2.0    0.0      0.0
  1172508        1     Scotland      Ireland          RD Berrington    4.0   24.0      0.0      26.0      0.0     6.50   5.0    2.0    0.0    0.0      0.0
  1172508        1     Scotland      Ireland               MRJ Watt    4.0   24.0      0.0      26.0      3.0     6.50   5.0    0.0    1.0    1.0      0.0
  1172508        1     Scotland      Ireland               MA Leask    1.0    6.0      0.0      14.0      0.0    14.00   0.0    1.0    1.0    0.0      0.0
  1172508        2      Ireland     Scotland             Simi Singh    2.0   12.0      0.0      19.0      0.0     9.50   2.0    1.0    1.0    0.0      0.0
  1172508        2      Ireland     Scotland              WB Rankin    4.0   24.0      0.0      39.0      1.0     9.75   9.0    6.0    1.0    0.0      0.0
  1172508        2      Ireland     Scotland              JB Little    4.0   24.0      0.0      33.0      0.0     8.25  11.0    5.0    1.0    0.0      0.0
  1172508        2      Ireland     Scotland              PKD Chase    3.3   21.0      0.0      40.0      1.0    11.42   7.0    4.0    2.0    0.0      1.0
  1172508        2      Ireland     Scotland            GH Dockrell    3.0   18.0      0.0      35.0      0.0    11.66   3.0    4.0    1.0    1.0      0.0
  1172508        2      Ireland     Scotland             SC Getkate    2.0   12.0      0.0      15.0      2.0     7.50   7.0    0.0    2.0    0.0      0.0
  1348324        1      Ireland     Zimbabwe              HT Tector    4.0   24.0      0.0      22.0      2.0     5.50  11.0    1.0    0.0    1.0      0.0
  1348324        1      Ireland     Zimbabwe               MR Adair    3.0   18.0      0.0      29.0      1.0     9.66   8.0    4.0    1.0    0.0      0.0
  1348324        1      Ireland     Zimbabwe                GI Hume    4.0   24.0      0.0      17.0      3.0     4.25  11.0    0.0    0.0    1.0      0.0
  1348324        1      Ireland     Zimbabwe                 F Hand    2.0   12.0      0.0      22.0      0.0    11.00   2.0    2.0    1.0    1.0      0.0
  1348324        1      Ireland     Zimbabwe              C Campher    2.0   12.0      0.0      14.0      0.0     7.00   4.0    1.0    0.0    1.0      0.0
  1348324        1      Ireland     Zimbabwe              GJ Delany    4.0   24.0      0.0      27.0      1.0     6.75   9.0    2.0    0.0    1.0      0.0
  1348324        1      Ireland     Zimbabwe            GH Dockrell    1.0    6.0      0.0       5.0      0.0     5.00   1.0    0.0    0.0    0.0      0.0
  1348324        2     Zimbabwe      Ireland             TL Chatara    4.0   24.0      0.0      26.0      1.0     6.50  12.0    3.0    0.0    0.0      0.0
  1348324        2     Zimbabwe      Ireland              R Ngarava    4.0   24.0      0.0      32.0      1.0     8.00  10.0    2.0    2.0    2.0      0.0
  1348324        2     Zimbabwe      Ireland                B Evans    3.4   22.0      0.0      38.0      0.0    10.36   5.0    0.0    3.0    0.0      0.0
  1348324        2     Zimbabwe      Ireland           WP Masakadza    3.0   18.0      0.0      18.0      0.0     6.00   9.0    1.0    1.0    0.0      0.0
  1348324        2     Zimbabwe      Ireland                RP Burl    4.0   24.0      0.0      26.0      2.0     6.50  10.0    2.0    1.0    0.0      0.0
  1348324        2     Zimbabwe      Ireland            SC Williams    1.0    6.0      0.0       9.0      0.0     9.00   0.0    1.0    0.0    0.0      0.0
   533286        1     Pakistan South Africa             Raza Hasan    3.0   18.0      1.0      12.0      0.0     4.00  12.0    0.0    1.0    0.0      0.0
   533286        1     Pakistan South Africa           Yasir Arafat    3.0   18.0      0.0      25.0      2.0     8.33   7.0    2.0    1.0    1.0      0.0
   533286        1     Pakistan South Africa            Saeed Ajmal    4.0   24.0      1.0      26.0      1.0     6.50  10.0    4.0    0.0    0.0      0.0
   533286        1     Pakistan South Africa        Mohammad Hafeez    4.0   24.0      0.0      23.0      2.0     5.75   8.0    0.0    1.0    0.0      0.0
   533286        1     Pakistan South Africa          Shahid Afridi    4.0   24.0      0.0      26.0      0.0     6.50   6.0    2.0    0.0    1.0      0.0
   533286        1     Pakistan South Africa               Umar Gul    2.0   12.0      0.0      19.0      1.0     9.50   3.0    1.0    1.0    0.0      0.0
   533286        2 South Africa     Pakistan               DW Steyn    4.0   24.0      0.0      22.0      3.0     5.50  15.0    3.0    0.0    2.0      0.0
   533286        2 South Africa     Pakistan               M Morkel    3.4   22.0      0.0      33.0      0.0     9.00   7.0    4.0    1.0    0.0      0.0
   533286        2 South Africa     Pakistan            RJ Peterson    4.0   24.0      1.0      15.0      2.0     3.75  18.0    1.0    1.0    0.0      0.0
   533286        2 South Africa     Pakistan              JA Morkel    2.0   12.0      0.0      26.0      0.0    13.00   3.0    3.0    1.0    0.0      1.0
   533286        2 South Africa     Pakistan                J Botha    2.0   12.0      1.0      10.0      1.0     5.00   8.0    2.0    0.0    0.0      0.0
   533286        2 South Africa     Pakistan              JP Duminy    2.0   12.0      0.0       5.0      1.0     2.50   7.0    0.0    0.0    0.0      0.0
   533286        2 South Africa     Pakistan              JH Kallis    2.0   12.0      0.0      17.0      1.0     8.50   6.0    0.0    2.0    1.0      0.0
  1199514        1         Oman      Ireland             Bilal Khan    4.0   24.0      0.0      46.0      1.0    11.50   9.0    4.0    3.0    0.0      0.0
  1199514        1         Oman      Ireland           Aamir Kaleem    2.0   12.0      0.0      21.0      0.0    10.50   4.0    2.0    1.0    0.0      0.0
  1199514        1         Oman      Ireland            Fayyaz Butt    4.0   24.0      0.0      35.0      0.0     8.75   6.0    3.0    1.0    2.0      0.0
  1199514        1         Oman      Ireland        Mohammad Nadeem    4.0   24.0      0.0      29.0      1.0     7.25   7.0    2.0    1.0    0.0      0.0
  1199514        1         Oman      Ireland             Khawar Ali    4.0   24.0      0.0      28.0      1.0     7.00   4.0    2.0    0.0    0.0      0.0
  1199514        1         Oman      Ireland        Zeeshan Maqsood    2.0   12.0      0.0      23.0      0.0    11.50   1.0    3.0    0.0    0.0      0.0
  1199514        2      Ireland         Oman               MR Adair    4.0   24.0      0.0      26.0      2.0     6.50   9.0    2.0    0.0    3.0      0.0
  1199514        2      Ireland         Oman              GJ Delany    4.0   24.0      0.0      29.0      2.0     7.25  10.0    3.0    1.0    1.0      0.0
  1199514        2      Ireland         Oman              WB Rankin    4.0   24.0      0.0      20.0      1.0     5.00  11.0    0.0    1.0    1.0      1.0
  1199514        2      Ireland         Oman              DC Delany    2.0   12.0      0.0      24.0      1.0    12.00   4.0    3.0    1.0    2.0      0.0
  1199514        2      Ireland         Oman            SR Thompson    3.0   18.0      0.0      23.0      0.0     7.66   2.0    1.0    0.0    1.0      1.0
  1199514        2      Ireland         Oman            GH Dockrell    3.0   18.0      0.0      24.0      2.0     8.00   4.0    1.0    1.0    2.0      0.0
  1183525        1    Australia    Sri Lanka          KW Richardson    3.0   18.0      0.0      17.0      0.0     5.66   9.0    2.0    0.0    1.0      0.0
  1183525        1    Australia    Sri Lanka             B Stanlake    4.0   24.0      0.0      23.0      2.0     5.75  15.0    2.0    1.0    1.0      0.0
  1183525        1    Australia    Sri Lanka             PJ Cummins    4.0   24.0      0.0      29.0      2.0     7.25  10.0    4.0    0.0    1.0      0.0
  1183525        1    Australia    Sri Lanka                AC Agar    4.0   24.0      0.0      27.0      2.0     6.75   5.0    0.0    1.0    0.0      0.0
  1183525        1    Australia    Sri Lanka                A Zampa    4.0   24.0      0.0      20.0      2.0     5.00   9.0    1.0    0.0    0.0      0.0
  1183525        2    Sri Lanka    Australia             SL Malinga    3.0   18.0      0.0      23.0      1.0     7.66   7.0    3.0    0.0    0.0      0.0
  1183525        2    Sri Lanka    Australia              N Pradeep    3.0   18.0      0.0      26.0      0.0     8.66   6.0    3.0    0.0    1.0      0.0
  1183525        2    Sri Lanka    Australia           PWH de Silva    1.0    6.0      0.0      18.0      0.0    18.00   1.0    4.0    0.0    1.0      0.0
  1183525        2    Sri Lanka    Australia                I Udana    2.0   12.0      0.0      16.0      0.0     8.00   2.0    1.0    0.0    1.0      0.0
  1183525        2    Sri Lanka    Australia         PADLR Sandakan    4.0   24.0      0.0      33.0      0.0     8.25   6.0    4.0    0.0    0.0      0.0
  1277976        1     Pakistan   Bangladesh         Mohammad Nawaz    1.0    6.0      0.0       2.0      0.0     2.00   4.0    0.0    0.0    0.0      0.0
  1277976        1     Pakistan   Bangladesh       Shahnawaz Dahani    3.0   18.0      0.0      24.0      1.0     8.00  10.0    5.0    0.0    1.0      0.0
  1277976        1     Pakistan   Bangladesh         Mohammad Wasim    4.0   24.0      0.0      15.0      2.0     3.75  13.0    1.0    0.0    0.0      0.0
  1277976        1     Pakistan   Bangladesh             Haris Rauf    4.0   24.0      0.0      32.0      1.0     8.00   5.0    3.0    0.0    1.0      0.0
  1277976        1     Pakistan   Bangladesh         Iftikhar Ahmed    4.0   24.0      0.0      13.0      0.0     3.25  12.0    0.0    0.0    0.0      0.0
  1277976        1     Pakistan   Bangladesh            Usman Qadir    4.0   24.0      0.0      35.0      2.0     8.75  14.0    1.0    4.0    0.0      0.0
  1277976        2   Bangladesh     Pakistan           Mahedi Hasan    4.0   24.0      0.0      19.0      0.0     4.75  11.0    2.0    0.0    0.0      0.0
